Scheme Code;Scheme Name;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Equity Scheme - Multi Cap Fund )


Mirae Asset Mutual Fund
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.051;;;22-Aug-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.097;;;23-Aug-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.105;;;24-Aug-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.065;;;25-Aug-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.089;;;28-Aug-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.124;;;29-Aug-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.170;;;30-Aug-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.191;;;31-Aug-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.275;;;01-Sep-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.341;;;04-Sep-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.377;;;05-Sep-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.389;;;06-Sep-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.465;;;07-Sep-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.512;;;08-Sep-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.571;;;11-Sep-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.412;;;12-Sep-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.459;;;13-Sep-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.514;;;14-Sep-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.570;;;15-Sep-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.511;;;18-Sep-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.450;;;20-Sep-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.377;;;21-Sep-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.345;;;22-Sep-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.326;;;25-Sep-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.334;;;26-Sep-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.384;;;27-Sep-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.390;;;29-Sep-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.419;;;03-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.318;;;04-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.363;;;05-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.400;;;06-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.310;;;09-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.419;;;10-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.463;;;11-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.518;;;12-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.484;;;13-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.513;;;16-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.579;;;17-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.515;;;18-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.473;;;19-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.379;;;20-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.159;;;23-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.090;;;25-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.017;;;26-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.130;;;27-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.142;;;30-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.136;;;31-Oct-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.070;;;01-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.149;;;02-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.229;;;03-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.321;;;06-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.359;;;07-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.403;;;08-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.379;;;09-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.433;;;10-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.464;;;13-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.570;;;15-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.613;;;16-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.613;;;17-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.617;;;20-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.661;;;21-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.655;;;22-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.641;;;23-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.653;;;24-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.712;;;28-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.783;;;29-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.851;;;30-Nov-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;10.952;;;01-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.117;;;04-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.140;;;05-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.137;;;06-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.159;;;07-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.193;;;08-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.242;;;11-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.191;;;12-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.259;;;13-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.384;;;14-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.438;;;15-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.486;;;18-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.510;;;19-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.265;;;20-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.380;;;21-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.472;;;22-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.513;;;26-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.608;;;27-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.663;;;28-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.725;;;29-Dec-2023
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.777;;;01-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.756;;;02-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.776;;;03-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.890;;;04-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.950;;;05-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.811;;;08-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.869;;;09-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.897;;;10-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.944;;;11-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.990;;;12-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.049;;;15-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.997;;;16-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.800;;;17-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.780;;;18-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.857;;;19-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.638;;;23-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.801;;;24-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.808;;;25-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.941;;;29-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.893;;;30-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.042;;;31-Jan-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.052;;;01-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.069;;;02-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.024;;;05-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.138;;;06-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.160;;;07-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.083;;;08-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.028;;;09-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.830;;;12-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.856;;;13-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.950;;;14-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.048;;;15-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.164;;;16-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.199;;;19-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.202;;;20-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.160;;;21-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.211;;;22-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.214;;;23-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.209;;;26-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.210;;;27-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.061;;;28-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.067;;;29-Feb-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.193;;;01-Mar-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.206;;;04-Mar-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.157;;;05-Mar-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.112;;;06-Mar-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.142;;;07-Mar-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.036;;;11-Mar-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.897;;;12-Mar-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.542;;;13-Mar-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.702;;;14-Mar-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.655;;;15-Mar-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.651;;;18-Mar-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.553;;;19-Mar-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.562;;;20-Mar-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.726;;;21-Mar-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.803;;;22-Mar-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.807;;;26-Mar-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.877;;;27-Mar-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.939;;;28-Mar-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;11.939;;;31-Mar-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.154;;;01-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.212;;;02-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.269;;;03-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.296;;;04-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.337;;;05-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.397;;;08-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.391;;;09-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.494;;;10-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.410;;;12-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.252;;;15-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.277;;;16-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.233;;;18-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.223;;;19-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.272;;;22-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.340;;;23-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.402;;;24-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.468;;;25-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.468;;;26-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.540;;;29-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.525;;;30-Apr-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.537;;;02-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.479;;;03-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.433;;;06-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.305;;;07-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.408;;;08-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.235;;;09-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.295;;;10-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.316;;;13-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.413;;;14-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.510;;;15-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.613;;;16-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.742;;;17-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.764;;;21-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.773;;;22-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.849;;;23-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.806;;;24-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.782;;;27-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.728;;;28-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.680;;;29-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.568;;;30-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.569;;;31-May-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.882;;;03-Jun-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.136;;;04-Jun-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.584;;;05-Jun-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;12.795;;;06-Jun-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.014;;;07-Jun-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.105;;;10-Jun-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.147;;;11-Jun-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.221;;;12-Jun-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.297;;;13-Jun-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.384;;;14-Jun-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.430;;;18-Jun-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.397;;;19-Jun-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.465;;;20-Jun-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.448;;;21-Jun-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.450;;;24-Jun-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.525;;;25-Jun-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.557;;;26-Jun-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.617;;;27-Jun-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.678;;;28-Jun-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.795;;;01-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.759;;;02-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.819;;;03-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.857;;;04-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.920;;;05-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.872;;;08-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.936;;;09-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.878;;;10-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.908;;;11-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.951;;;12-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.033;;;15-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.078;;;16-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.042;;;18-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.824;;;19-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.855;;;22-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.843;;;23-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.972;;;24-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.990;;;25-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.183;;;26-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.227;;;29-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.316;;;30-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.334;;;31-Jul-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.287;;;01-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.129;;;02-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.684;;;05-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.640;;;06-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.816;;;07-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.805;;;08-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.921;;;09-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.948;;;12-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.788;;;13-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;13.805;;;14-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.039;;;16-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.120;;;19-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.217;;;20-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.285;;;21-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.296;;;22-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.295;;;23-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.389;;;26-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.433;;;27-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.421;;;28-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.408;;;29-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.488;;;30-Aug-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.453;;;02-Sep-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.506;;;03-Sep-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.467;;;04-Sep-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.526;;;05-Sep-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.320;;;06-Sep-2024
151810;Mirae Asset Multicap Fund - Direct Plan - Growth;INF769K01KK8;;14.288;;;09-Sep-2024
